,Titulo,Data,Cluster
385,"254 dead overnight coronavirus outbreak climbs 46,997 confirmed cases worldwide",2020-02-13,0
384,budget cull argentinian parakeet madrid soar 3 ...,2020-02-13,2
383,business directory - adventure and theme parks - murcia ...,2020-02-13,2
382,el coronavirus amenaza 400 empleos empresa cataluña,2020-02-13,0
381,hunt 'patient zero ' spread coronavirus globally ...,2020-02-13,0
380,covid-19 : why names of new infectious diseases matter,2020-02-13,2
379,dan alta bebé 14 me infectado coronavirus ...,2020-02-13,0
395,"former barcelona coach ernesto valverde say next job could take 'off beaten track ' , australia japan - sports news , firstpost",2020-02-14,2
394,chinese foreign minister attends munich security conference amid coronavirus outbreak,2020-02-14,0
393,eu parliament : uk wo n't have access schengen ...,2020-02-14,2
389,"under china 's coronavirus lockdown , million nowhere ...",2020-02-14,0
391,spanish flu quarantine camp adelaide 1919 ...,2020-02-14,2
390,one uk coronavirus patient 'attended westminster ...,2020-02-14,0
392,spanish artist ' dream arabia revealed,2020-02-14,2
396,muere primer paciente coronavirus europa : turista ...,2020-02-15,0
397,primera víctima mortal europa coronavirus,2020-02-15,0
398,hundreds people contacted coronavirus emerges ...,2020-02-15,0
399,salvador illa endurecerá ley tabaco cree eutanasia `` una demanda social '',2020-02-15,2
400,cómo limpiar teclado portátil : productos consejos,2020-02-15,2
401,cambió vida cumplir sueño : historia joven `` renació '' áfrica quiere recorrer mundo,2020-02-15,2
402,hundreds tractor paralyse valencia spanish farmer ...,2020-02-15,2
408,aaron wan-bissaka says manchester united 's spanish contingent helping bruno fernandes settle,2020-02-16,2
407,seagulls attacking sea front walkers in spain ’ s fuengirola on the costa del sol,2020-02-16,2
406,visiting spain : here ’ s shop madrid,2020-02-16,2
404,barcelona wolves stand solidarity covid-19 victim football match,2020-02-16,2
403,fc barcelona show support china 's covid-19 fight,2020-02-16,2
405,spanish kata star top karate 1-premier league podium ...,2020-02-16,2
409,el diamond princess cuenta 450 infectados ...,2020-02-17,2
410,coronavirus : stranded britons cruise ship could flown ...,2020-02-17,0
411,real madrid spain legend iker casillas run rfef ...,2020-02-17,2
412,marin main attraction home bwf barcelona spain masters,2020-02-17,2
413,maría escoté : « es bonito ver perdido miedo coser »,2020-02-17,2
414,apple say worldwide iphone supply 'temporarily constrained ' due coronavirus,2020-02-17,0
415,china seek help national tech giant track coronavirus ...,2020-02-17,0
416,el soldado traicionó españa condenó perder guerra cuba,2020-02-17,2
417,estos 10 pueblo pequeños españa,2020-02-17,2
418,which one ’ s better : spanish or iranian saffron ? - iran front page,2020-02-17,2
423,us air force retires aircraft look future war $ 169bn ...,2020-02-18,2
424,how cat video could cause 'climate change nightmare ',2020-02-18,2
422,hsbc eye $ 600 million loss coronavirus persists,2020-02-18,0
420,china withdraw davis cup due coronavirus travel ...,2020-02-18,0
419,casillas enters race spanish football federation presidency,2020-02-18,2
421,un chief say coronavirus outbreak ' a dangerous ...,2020-02-18,0
425,mystery solved hundred bird found dead road ...,2020-02-19,2
426,coronavirus in china : have there been 'super-spreading ...,2020-02-19,0
427,mona lisa depicted face mask smartphone artist reference coronavirus,2020-02-19,0
428,"muere fernando morán , primer ministro exteriores felipe gonzález , 93 años",2020-02-19,2
429,the shortlist architectural disaster spain,2020-02-19,2
430,emergency response coordination centre ( ercc ) | dg ...,2020-02-19,2
431,madrid church ceiling restored glory century plaster,2020-02-19,2
432,"half house , half tent : startling spanish villa break rule",2020-02-19,2
433,german grandma build wheelchair ramp lego,2020-02-19,2
434,haaland double give dortmund edge psg neymar ...,2020-02-19,2
440,second inmate dies malaga prison bringing total 33 death far year spanish jails,2020-02-20,2
439,hoaxes coronavirus trying prove human ...,2020-02-20,0
438,romanian pm munich : we have met all conditions join ...,2020-02-20,2
437,"el ataque futre periodista quiso humillarle : `` hazte cromo foto , fiera ''",2020-02-20,2
436,"some schengen visa centers china reopen , others ...",2020-02-20,2
435,in pics : a look spain 's favourite carnival costume 2020,2020-02-20,2
441,alerta italia coronavirus : 16 casos confirmados tres pueblo enteros cuarentena,2020-02-21,0
442,más 500 contagiados coronavirus prisiones ...,2020-02-21,0
443,coronavirus : rusia pide trabajadores transportes ...,2020-02-21,0
444,huge implications as spain set to severely restrict advertising for online betting,2020-02-21,2
445,playboy ‘ mastermind ’ mallorca ’ s biggest real estate scam return palma,2020-02-21,2
446,turkey lift visa regime five schengen countries ...,2020-02-21,2
447,eu plans impose visa restrictions nigerians ...,2020-02-21,2
448,coronavirus fear battering $ 2.5 trillion trade show industry,2020-02-21,0
449,kerry acquires spanish plant protein specialist pevesa,2020-02-21,2
450,queen letizia spain sits charity audience zarzuela palace,2020-02-21,2
455,new law forcing dog owners in seville spain to clean up dog urine starts in march,2020-02-22,2
454,coronavirus alert alicante-elche airport,2020-02-22,0
453,how pep guardiola fell victim zinedine zidane france beat spain euro 2000,2020-02-22,2
452,coronavirus disease 2019 ( covid-19 ) : situation report - 33 ...,2020-02-22,2
451,medidas extremas italia brote coronavirus : piacenza queda deporte,2020-02-22,0
456,"china brace inevitable big hit economy virus , say xi",2020-02-23,2
457,el último guiño fernando alonso ferrari posible vuelta fórmula 1,2020-02-23,2
458,nairo quintana sigue gran 2020 hace tour var,2020-02-23,2
459,spain face demographic problem birth rate tumble,2020-02-23,2
460,italy suspends serie a football game coronavirus fear,2020-02-23,0
470,salvini attack italy pm coronavirus link rescue ship,2020-02-24,0
468,cómo elegir cepillo perfecto según tipo pelo,2020-02-24,2
467,la increíble confesión djokovic relación nadal federer,2020-02-24,1
466,action human trafficking pimping romania ...,2020-02-24,2
469,la desgracia ganador bote euromillones : pierde premio reclamarlo tiempo,2020-02-24,1
464,así logrado cuenta fake hacer viral david lópez espanyol infectado coronavirus,2020-02-24,0
463,el coronavirus sigue golpeando fútbol italia : 'amenaza ' juve-inter salpica barça,2020-02-24,0
462,el petróleo cae 3 % coronavirus mientras ...,2020-02-24,0
461,sandstorm turn sky spain 's canary islands orange,2020-02-24,2
465,italy refuses suspend schengen agreement amid ...,2020-02-24,2
480,"habla virginia , española 'atrapada ' 'zona cero ' coronavirus italia : `` no llega nada ''",2020-02-25,0
479,"la crisis coronavirus , nápoles - barça : ...",2020-02-25,0
478,varios aficionado valencia milán dicen tener síntomas coronavirus,2020-02-25,0
477,impact covid-19 china 's wind energy industry | reve ...,2020-02-25,2
476,gilead cae bolsa pesar tres nuevas patentes fármaco coronavirus,2020-02-25,0
475,los pedidos mascarillas crecen 10.000 % españa crisis coronavirus,2020-02-25,0
473,salut aísla unas 25 persona primer caso coronavirus catalunya,2020-02-25,0
472,nearly 1000 tourist isolation spanish hotel man ...,2020-02-25,2
471,"tenerife coronavirus : 1,000 guest hotel quarantined",2020-02-25,0
474,el hotel h10 costa adeje : así viven cuarentena aislados coronavirus jacuzzis spa,2020-02-25,0
487,inside tenerife hotel covid-19 lockdown,2020-02-26,2
489,coronavirus spread 'deeply concerning ' pandemic ...,2020-02-26,0
488,"spanish plant owned denso , fujitsu preparing halt ...",2020-02-26,2
486,inside coronavirus hotel lockdown tenerife,2020-02-26,0
490,gripe común coronavirus : humor tuitero español frente ...,2020-02-26,0
484,spanish carnival troupe apologizes holocaust-themed ...,2020-02-26,2
483,"danone baja 17,9 % beneficios estima perder 100 millones ventas virus",2020-02-26,2
482,diageo prevé desplome ventas 388 millones coronavirus,2020-02-26,0
481,japón lucha coronavirus : aplaza eventos deportivos tokio 2020 aire,2020-02-26,0
485,coronavirus : more new cases are now reported outside ...,2020-02-26,0
500,kuwait 43 confirmed case coronavirus : health ministry,2020-02-27,0
499,gibraltar news - gbc tv radio gibraltar,2020-02-27,2
498,un científico belga afirma existe tratamiento barato ...,2020-02-27,2
497,el coronavirus 'llega ' exclusivo colegio george charlotte : varios alumnos cuarentena,2020-02-27,0
496,estas persona realmente mueren coronavirus : datos frente histeria,2020-02-27,0
495,spain probe first local coronavirus transmission,2020-02-27,0
494,el precio combustible cae mínimos 2017 desplome petróleo,2020-02-27,2
493,"primer caso coronavirus futbolista : jugador serie c italiana , infectado",2020-02-27,0
492,arabia saudí blinda esquivar coronavirus : prohibido peregrinar la meca,2020-02-27,0
491,microsoft vaticina descenso previsión ingresos coronavirus,2020-02-27,0
510,coronavirus breeding ground conspiracy theory – here 's that 's serious problem,2020-02-28,0
509,the coronavirus how political spin has worsened ...,2020-02-28,0
508,migrants aren ’ t spreading coronavirus – nationalist blaming anyway,2020-02-28,0
507,"canceled flight , quarantined cruise $ 30b loss : how coronavirus upended travel industry",2020-02-28,0
506,spanish visitor seychelles medical isolation centre tested ...,2020-02-28,2
502,"mainland china , excluding hubei , report lowest new daily ...",2020-02-28,2
504,el coronavirus amenaza temporada expediciones ...,2020-02-28,0
503,partly false claim : 1981 book predicted coronavirus 2019 ...,2020-02-28,0
501,gibraltar step surveillance virus case rise spain,2020-02-28,2
505,los reefer catástrofe logística coronavirus,2020-02-28,0
511,deadly 1918 flu pandemic ’ s lesson ignored trump ’ s ...,2020-02-29,2
512,coronavirus disease 2019 ( covid-19 ) : situation report - 40 ...,2020-02-29,2
513,coronavirus spain : second person test positive mallorca - government urge 'calm ',2020-02-29,0
514,have spanish secret agent bugging ex-lover king juan carlos british soil ?,2020-02-29,2
521,el miedo coronavirus cierra louvre solo deja correr ...,2020-03-01,0
523,"spanish moss : neither spanish , kind moss",2020-03-01,2
524,"saudi arabia refund umrah fee , service charge ...",2020-03-01,2
520,chilean writer luis sepulveda hit coronavirus,2020-03-01,0
522,la fecha golden state warriors esperan stephen curry reaparezca lesión,2020-03-01,1
518,un release $ 15 million help vulnerable country battle ...,2020-03-01,2
515,"las fallas , bajo síndrome coronavirus",2020-03-01,0
519,baptistao vuelta china : `` mi familia miedo coronavirus '',2020-03-01,0
517,uk city could shut amid coronavirus outbreak ...,2020-03-01,0
516,"gunnison , colorado : town dodged 1918 spanish flu pandemic",2020-03-01,2
534,"americans keep buying car , coronavirus concern loom ...",2020-03-02,0
533,"cocktails as performance art in san sebastian , spain",2020-03-02,2
532,the hollowing spain – minister trying reverse,2020-03-02,2
530,la realidad supera ficción,2020-03-02,1
531,una instagramer graba trágico cumpleaños `` hielo seco '' : mueren marido do invitados,2020-03-02,2
528,what experience china provided world effective curb spreading corona virus disease 2019 ( `` covid-19 '' ) ?,2020-03-02,2
527,"who team arrives iran ; covid-19 surge korea , italy",2020-03-02,2
526,el coronavirus golpea lleno al sadd xavi,2020-03-02,0
525,coronavirus : four people england test positive,2020-03-02,0
529,portugal register first two case coronavirus : health minister,2020-03-02,0
544,spain approves draft law strengthen rape conviction,2020-03-03,2
543,lycée français pierre deschamps ( alicante ),2020-03-03,2
542,"la afición getafe , gobierno gestión coronavirus fútbol español",2020-03-03,0
541,who warns covid-19-related protective equipment shortage,2020-03-03,2
540,four lesson spanish flu teach u coronavirus,2020-03-03,0
539,south korea declares 'war ' coronavirus,2020-03-03,0
537,una influencer lleva extremo miedo coronavirus ...,2020-03-03,0
536,la comunidad valenciana confirma primera muerte l rtve,2020-03-03,1
535,spain report first coronavirus death valencia,2020-03-03,0
538,international college spain ( madrid ),2020-03-03,2
554,several organisation cancel event avoid covid-19 exposure| gulf times,2020-03-04,2
553,farmer protest continue despite spain 's minimum food ...,2020-03-04,2
552,how newsroom tone coronavirus coverage ...,2020-03-04,0
551,día mundial obesidad : cifras pandemia ...,2020-03-04,2
550,spain : huge haul methamphetamine found marble block,2020-03-04,2
548,the 1918 spanish flu and stocks ( nysearca : dia ),2020-03-04,2
547,french 'spiderman ' climb barcelona skyscraper protest virus panic,2020-03-04,2
546,alarma música : green day avril lavigne cancelan conciertos asia coronavirus,2020-03-04,0
545,covid-19 – uk lagging well behind european neighbour ...,2020-03-04,2
549,investment fraud netherlands spain halted | eurojust ...,2020-03-04,2
561,no fan attend valencia-atalanta champions league match spain,2020-03-05,2
564,ocho creativas medidas `` prevención '' covid-19 ...,2020-03-05,2
563,canciones coreografías conjurarse coronavirus,2020-03-05,0
562,42 arrest spain ; romania portugal mass ...,2020-03-05,2
560,"la uefa llegará ningún acuerdo city cumplirá , menos , año sanción",2020-03-05,1
559,el coronavirus afecta ajax : cuarentena tres miembros ...,2020-03-05,0
558,"maccabi tel aviv play front fan spain trip , violating virus rule",2020-03-05,2
557,ey madrid confirms employee has tested positive covid ...,2020-03-05,2
556,coronavirus : first patient dy uk case double 48 ...,2020-03-05,0
555,should i cancel my trip europe due coronavirus ...,2020-03-05,0
574,"costco sale jump q2 , coronavirus fear lifting ...",2020-03-06,0
573,oferta día amazon : cámara instax mini 9 35 % descuento,2020-03-06,2
572,“ we illegal people legal clothing ”,2020-03-06,2
571,"tears , disappointment spread novi cancel european ...",2020-03-06,2
