,Titulo,Data,Cluster,Ano
369,nantes cristian benavente jugará camiseta especial homenaje emiliano sala,2020-01-21,2,2020
370,fortnite tik tok unieron especial concurso baile : cómo participar premios entrega,2020-01-21,2,2020
371,una mujer máxima autoridad industria aerocomercial,2020-01-21,2,2020
372,cuestionan contratos incompletos,2020-01-21,2,2020
373,se jubila jorge faurie : renunció servicio exterior podría irse vivir país,2020-01-21,2,2020
374,estas cifras migración venezolana ecuador,2020-01-21,2,2020
375,excomandante fae raúl banderas : 'en guerra ...,2020-01-21,2,2020
376,77 zona quito riesgo deslizamientos,2020-01-21,2,2020
377,"la lucha camellos , pasión turca mantiene viva",2020-01-21,2,2020
378,graban estudiante discapacidad intelectual mientras ...,2020-01-21,2,2020
379,descubren combinación do medicamentos puede ...,2020-01-21,2,2020
380,convite provocador › mundo › granma - órgano oficial pcc,2020-01-21,2,2020
381,franklin guerra : 'aún dolidos derrota final ...,2020-01-21,2,2020
382,bankers 'bombard ' guyana financing plan oil boom ...,2020-01-21,2,2020
383,detienen sujeto involucrado asalto disparó policía machala,2020-01-21,2,2020
384,ratas lobos “ recién sacrificados ” : cómo exótico mercado chino apareció coronavirus,2020-01-22,1,2020
385,bagley frena producción acumulación stock,2020-01-22,2,2020
386,"producida salma hayek protagonizada natalia oreiro : así santa evita , nueva miniserie disn",2020-01-22,2,2020
387,"oscar 2020 : `` parásitos '' : pobres , honrados",2020-01-22,2,2020
388,"en diciembre , familia tipo necesitó $ 38.960 ser pobre",2020-01-22,2,2020
389,"el déficit primario cerró 2019 0,4 % pbi , línea pactado fmi",2020-01-22,2,2020
390,¿presidente presidenta ? la real academia española pronunció ponerle fin debate,2020-01-22,2,2020
391,"el casi suspendió máximo thomsen , imputado asesinato fernando báez",2020-01-22,2,2020
392,contaminación río lempa provoca crisis agua el salvador,2020-01-22,2,2020
393,por visitar sainte chapelle parís,2020-01-22,2,2020
394,el marido infiel fútbol ecuatoriano defiende : `` no moría besar amiga '',2020-01-22,2,2020
395,el cineasta paúl venegas retrata migración china ...,2020-01-22,2,2020
396,ecuador : certifican contecon guayaquil empresa eco ...,2020-01-22,2,2020
397,el ecuatoriano andrés villegas peleará título ...,2020-01-22,2,2020
398,"arrancó mitad cancha , superó cinco rivales dejó rodillas arquero : deslumbrante gol carrascal do asistencias triunfo colombia",2020-01-22,2,2020
399,noticias coronavirus covid-19 | temas,2020-01-22,1,2020
400,el tránsito vía cuenca-azogues interrumpido,2020-01-22,2,2020
401,250 000 persona agua manabí,2020-01-22,2,2020
402,el metro quito cuatro tareas pendientes,2020-01-22,2,2020
403,"interpol notice against nithyananda , wanted in rape , abduction cases",2020-01-22,2,2020
404,ginés gonzález garcía : `` no ninguna posibilidad exista coronavirus argentina '',2020-01-23,1,2020
405,luis alberto spinetta : cómo escuchar álbum inédito,2020-01-23,2,2020
406,el instrumento eligen inversores dolarizarse operó volumen toda acciones locale,2020-01-23,2,2020
407,alberto fernández despidió israel `` con deseo verlo paz vecinos '',2020-01-23,2,2020
408,este mejor celular mundo saldría $ 122.000 : llega país,2020-01-23,2,2020
409,argentina superávit comercial u $ s 15.990 millones 2019,2020-01-23,2,2020
410,qué dice ciencia brote coronavirus china,2020-01-23,1,2020
411,a caza turistas chino : ¿cómo hace argentina aprovechar mercado 140 millones viajeros ?,2020-01-23,2,2020
412,el stock leliq volvió superar billón peso pese baja tasas,2020-01-23,2,2020
413,la televisión italiana reconoce pesebre formoseño,2020-01-23,2,2020
414,infantino reúne presidente ecuador lenín ...,2020-01-23,2,2020
415,ecuador quedó representantes mundial juvenil ...,2020-01-23,2,2020
416,embajada ecuador china establece ...,2020-01-23,2,2020
417,"cultura gastronomía afroesmeraldeña , sitios junto mar",2020-01-23,2,2020
418,"rosalía sorprende juro que , vuelta flamenco ...",2020-01-23,2,2020
419,fifa president meet ecuador president lenin moreno ...,2020-01-23,2,2020
420,transparencia internacional denuncia 'injerencia ' ...,2020-01-23,2,2020
421,guía básica empezar vivir trabajar alemania,2020-01-23,2,2020
422,otra deportista intoxicada piscina miraflores,2020-01-23,2,2020
423,breakingviews - wuhan virus shape china 's smart city vision,2020-01-23,2,2020
424,"alberto fernández , netanyahu : “ nuestro compromiso saber verdad pasó amia absoluto ”",2020-01-24,2,2020
425,extienden plazo circulación billetes $ 5,2020-01-24,2,2020
426,"murió juan josé pizzuti , ídolo histórico racing leyenda fútbol argentino",2020-01-24,2,2020
427,video : bariloche : extraño movimiento lago hace pensar regreso nahuelito,2020-01-24,2,2020
428,video : una mujer tira segundo piso medio ujna pelea pareja,2020-01-24,2,2020
429,mcdonald 's starbucks cierran temporalmente sucursales cinco ciudades china coronavirus,2020-01-24,1,2020
430,reclusos amenazan rugbiers : “ los esperando ”,2020-01-24,2,2020
431,educación : eje fundamental desarrollo,2020-01-24,2,2020
432,racing legend juan josé pizzuti dy aged 92,2020-01-24,2,2020
433,denuncian extitular uif macrismo ...,2020-01-24,2,2020
434,cámara ecuatoriana china celebró inicio nuevo año ...,2020-01-24,2,2020
435,tres provincias sur ecuador unen vialidad,2020-01-24,2,2020
436,joven venezolano murió ahogado playa el murciélago ...,2020-01-24,2,2020
437,críticas consejo judicatura,2020-01-24,2,2020
438,trump : u.s. appreciates china 's 'efforts transparency ' ...,2020-01-24,2,2020
439,universidad laica vicente rocafuerte realizó primer ...,2020-01-24,2,2020
440,"en quevedo , militares rindieron tributo héroes caídos guerra cenepa 1995",2020-01-24,2,2020
441,¿ “ los simpson ” predijeron coronavirus ?,2020-01-24,1,2020
442,¿se acuerdan nueva aerolínea ec plus airline ...,2020-01-24,2,2020
443,el nadador lewis pugh logra cruzar nado lago antártico ...,2020-01-24,2,2020
444,el presidente alberto fernández regresó país luego visita oficial israel,2020-01-25,2,2020
445,chile : turismo desplomó estallido social propio crisis argentina,2020-01-25,2,2020
446,fopea rinde homenaje reporteros gráficos argentinos,2020-01-25,2,2020
447,secretaría salud jalisco descartó casos sospechosos coronavirus tepatitlán,2020-01-25,1,2020
448,abren delegación comunal sala salud do barrio san martín,2020-01-25,2,2020
449,river gritó fuerte mendoza godoy cruz único líder superliga,2020-01-25,2,2020
450,neuquén recupera primer lugar productor petróleo argentina - world energy trade,2020-01-25,2,2020
451,uno jugadores argentinos momento europa sufrió dura lesión,2020-01-25,2,2020
452,juan guaidó : “ venezuela hoy parece siria cuba ”,2020-01-25,2,2020
453,avión 777x boeing despega vuelo inaugural,2020-01-25,2,2020
454,el confuso momento vivió hombre ser perseguido ...,2020-01-25,2,2020
455,virus anxiety cast shadow year rat festivity,2020-01-25,2,2020
456,el cv teruel sigue racha derrota peleón vecindario,2020-01-25,2,2020
457,ahora aviones despegan automáticamente airbus,2020-01-25,2,2020
458,"cardiofobia : síntomas , causa tratamiento miedo sufrir infarto",2020-01-25,2,2020
459,"césar cantero , ceo alfaparf group argentina : `` la inflación gran obstáculo , difícil absorber p",2020-01-26,2,2020
460,alberto fernández suma escala gira europea verá ngela merkel,2020-01-26,2,2020
461,¿real falso ? el video presunta víctima coronavirus dudas síntomas,2020-01-26,1,2020
462,racing empató 1-1 atlético tucumán inicio sebastián beccacece,2020-01-26,2,2020
463,video : leandro godoy descontó visitante,2020-01-26,2,2020
464,de desesperación alegría : hombre rescató tres gatos atrapados hielo usando café,2020-01-26,2,2020
465,"la política comercial alberto mira : sector cerrado , cuál igual busca",2020-01-26,2,2020
466,revelaron misterios detrás cabezas gigantes olmecas,2020-01-26,2,2020
467,una compañía suiza expande fragancias,2020-01-26,2,2020
468,"murió kobe bryant : cómo conoció lionel messi , despidió `` un genio ''",2020-01-26,2,2020
469,39 lugares 'pet friendly ' quito,2020-01-26,2,2020
470,daños vías comunas tsáchilas afectan producción,2020-01-26,2,2020
471,comida agroecológica tradicional ofrece sitio ...,2020-01-26,2,2020
472,china 's death toll coronavirus rise 80 -govt statement,2020-01-26,1,2020
473,independiente 'españolizó ' club,2020-01-26,2,2020
474,compartamos felicidad,2020-01-26,2,2020
475,ocho caballos participan hoy prueba 1600 metro clásico hipódromo miguel salem dibo,2020-01-26,2,2020
476,la guía national geographic hacer 'island hoping ' conocer mejor recóndito galápagos,2020-01-26,2,2020
477,por té jengibre ayuda perder peso cómo debes prepararlo,2020-01-26,2,2020
478,la difícil tarea hacer esvástica deje ser símbolo nazi vuelva significado original,2020-01-26,2,2020
479,"shell equinor , interesadas comprar participación ...",2020-01-27,2,2020
480,coronavirus : efectos virus mundiales economía,2020-01-27,1,2020
481,proyecto guila chaco : cómo protege ave rapaz grande país,2020-01-27,2,2020
482,la desconocida empresa camiseta racing vale u $ s 250 millones,2020-01-27,2,2020
483,premios grammy : 10 look polémicos alfombra roja música,2020-01-27,2,2020
484,"pandemia : trata serie netflix explica coronavirus chino , cuáles síntomas",2020-01-27,1,2020
485,cuánto sale abrir hotel low cost,2020-01-27,2,2020
486,"plan guzmán pectore , ansiosos abstenerse",2020-01-27,2,2020
487,emma coronel rompió silencio instagram do me después debutar reality show,2020-01-27,2,2020
488,murió consultor julio aurelio,2020-01-27,2,2020
489,ecuador report first suspected case coronavirus :,2020-01-27,1,2020
490,ministra salud descarta posible caso coronavirus guayaquil,2020-01-27,1,2020
491,la firma ecuatoriana bellarosa nominada premio ...,2020-01-27,2,2020
492,emerging markets-latam asset rattled virus fear ...,2020-01-27,2,2020
493,visita hermosa isla mexicana auto vista,2020-01-27,2,2020
494,"refile-emirates advises crew stay hotel , avoid crowd ...",2020-01-27,2,2020
495,"humor , identidad color baile inocentes",2020-01-27,2,2020
496,tame informa vuelos fort lauderdale » nicolás ...,2020-01-27,2,2020
497,hacienda la clementina.- historia fraude perjudica ...,2020-01-27,2,2020
498,¿qué sabe causa accidente murió kobe bryant ?,2020-01-27,2,2020
499,"activaron protocolo coronavirus caso neumonía guardia porteña , falsa alarma",2020-01-28,1,2020
500,"coronavirus : argentina vive wuhan , contó cómo ...",2020-01-28,1,2020
501,"de afa tinelli , mundo deporte recibió críticas designación macri fifa",2020-01-28,2,2020
502,coronavirus : europamundo interrumpe operaciones china ...,2020-01-28,1,2020
503,"la comparación river liverpool , puesto ofrecieron afa cree va jugar messi : 10 frases mascherano",2020-01-28,2,2020
504,"mauricio macri , nombrado presidente ejecutivo ...",2020-01-28,2,2020
505,señal china : cristina visitó represas santa cruz habló desidia macrista,2020-01-28,2,2020
506,el agente marítimo rol comercio exterior,2020-01-28,2,2020
507,animales exóticos sacrificados momento : fotos mercado chino nació brote coronavirus,2020-01-28,1,2020
508,lanzan app mejorar acceso tratamiento pacientes leucemia,2020-01-28,2,2020
509,"es falso confirmaron casos coronavirus ecuador , colombia venezuela",2020-01-28,1,2020
510,delegación nicaragua conmemoración general eloy ...,2020-01-28,2,2020
511,las tareas prevención erupción volcán sangay ...,2020-01-28,2,2020
512,cómo 23 semanas embarazo : cambios síntomas,2020-01-28,2,2020
513,la saga 'transformers ' planea expansión do ...,2020-01-28,2,2020
514,solar orbiter observará desconocidos polo sol,2020-01-28,2,2020
515,ecuador : primer caso violencia sexual escolar ...,2020-01-28,2,2020
516,fans resident evil relacionan coronavirus 2019-ncov empresa china cuyo logo asemeja umbrella corporation,2020-01-28,1,2020
517,tigrillo correa cuello causa polémica quito,2020-01-28,2,2020
518,"'' 6 rings '' , homenaje bad bunny kobe bryant",2020-01-28,2,2020
519,el avión privado casi tonelada cocaína descubierto méxico varias horas salta,2020-01-29,2,2020
520,insólita teoría ex gran hermano coronavirus,2020-01-29,1,2020
521,la única empresa argentina vio negocio us $ 75.000 m : vender `` carne falsa '' país carnívoro,2020-01-29,2,2020
522,las playas calientes frías costa argentina,2020-01-29,2,2020
523,el mundial atletismo indoor china pospuso coronavirus,2020-01-29,1,2020
524,"el nuevo coronavirus creado eeuu , patentes ...",2020-01-29,1,2020
525,local football figure criticise macri 's new fifa post,2020-01-29,2,2020
526,"ciudades inclusivas , habitantes",2020-01-29,2,2020
527,la decisión ser empresa internacional,2020-01-29,2,2020
528,cuál primero auto funcionará aceite vegetal reciclado,2020-01-29,2,2020
529,ecuador avanza modernización puertos marítimos - world energy trade,2020-01-29,2,2020
530,las barras chocolate caras mundo producen ...,2020-01-29,2,2020
531,ventajas desventajas dolarización,2020-01-29,2,2020
532,"julio garay , creador galletas anemia , gana ...",2020-01-29,2,2020
533,"actriz telenovelas regina duarte , nueva secretaria ...",2020-01-29,2,2020
534,ley actuación casos persona desaparecidas entró vigencia corre plazo reglamento,2020-01-29,2,2020
535,así sobreviven venezolanos huyen – chicago tribune,2020-01-29,2,2020
536,árbitros ecuatorianos presentaron nueva indumentaria,2020-01-29,2,2020
537,argentina debutaría ecuador la bombonera,2020-01-29,2,2020
538,"u.s . send experts china fight coronavirus , kudlow ...",2020-01-29,1,2020
539,ethiopian airlines denies suspending flight china amid ...,2020-01-30,2,2020
540,destinos turísticos atraen 'mochileros ' ecuador,2020-01-30,2,2020
541,"'1917 ' , guerra filmó virtuosismo técnico",2020-01-30,2,2020
542,usd 34 millones requieren estabilización ...,2020-01-30,2,2020
543,ethiopian airlines denies suspending flight china amid ...,2020-01-30,2,2020
544,6000 persona retenidas crucero italiano cerca roma temor coronavirus,2020-01-30,1,2020
545,israel prohíbe vuelos provenientes china epidemia nuevo coronavirus 2019-ncov,2020-01-30,1,2020
546,"coronavirus google maps : colombia , ecuador perú encuentran alerta sospechas brote virus",2020-01-30,1,2020
547,estudio : período incubación coronavirus 2019-ncov dura cinco días promedio,2020-01-30,1,2020
548,paulinho : `` me plantee salir china coronavirus '',2020-01-30,1,2020
549,"coronavirus : navidad , remota isla australia planea poner cuarentena cientos persona",2020-01-30,1,2020
550,alberto visita papa argentina : `` cuando venga ...,2020-01-31,2,2020
551,la nueva polémica paty navidad : actriz mexicana aseguró coronavirus creado farmacéuticas,2020-01-31,1,2020
552,la fundación bill gates participó simulacro ...,2020-01-31,2,2020
553,morir wuhan : fotos exponen drama epicentro brote coronavirus,2020-01-31,1,2020
554,la anmat prohíbe comercialización yerba mate salmonella escherichia coli,2020-01-31,2,2020
555,campeones mundiales league legends donaron 2 millones yuanes combatir coronavirus,2020-01-31,1,2020
556,coronavirus force postponement badminton olympic ...,2020-01-31,1,2020
557,"who say country keep border open , trade ...",2020-01-31,2,2020
